symbol,date,close,prediction,probability,confidence
NSE:SURAJEST-EQ,2025-01-30,409.85,1.0,0.57,0.57
NSE:SURAKSHA-EQ,2025-01-30,307.85,1.0,0.59,0.59
NSE:SURANASOL-EQ,2025-01-30,37.44,1.0,0.59,0.59
NSE:SURANAT&P-EQ,2025-01-30,20.88,1.0,0.54,0.54
NSE:SURYAROSNI-EQ,2025-01-30,266.3,1.0,0.55,0.55
NSE:SURYODAY-EQ,2025-01-30,121.53,1.0,0.61,0.61
NSE:SUVEN-BE,2025-01-30,116.38,1.0,0.57,0.57
NSE:SUZLON-EQ,2025-01-30,55.4,1.0,0.59,0.59
NSE:SWANENERGY-EQ,2025-01-30,534.05,1.0,0.55,0.55
NSE:SWIGGY-EQ,2025-01-30,404.75,1.0,0.52,0.52
NSE:SWSOLAR-EQ,2025-01-30,327.1,1.0,0.57,0.57
NSE:SYNCOMF-BE,2025-01-30,17.63,1.0,0.62,0.62
NSE:SYNGENE-EQ,2025-01-30,759.7,1.0,0.55,0.55
NSE:SYRMA-EQ,2025-01-30,536.1,1.0,0.58,0.58
NSE:TAJGVK-EQ,2025-01-30,354.0,1.0,0.59,0.59
NSE:TANLA-EQ,2025-01-30,542.65,1.0,0.61,0.61
NSE:TARACHAND-EQ,2025-01-30,49.9,1.0,0.54,0.54
NSE:TARIL-EQ,2025-01-30,453.18,1.0,0.59,0.59
NSE:TATACHEM-EQ,2025-01-30,967.95,1.0,0.59,0.59
NSE:TATACOMM-EQ,2025-01-30,1586.95,1.0,0.55,0.55
NSE:TATACONSUM-EQ,2025-01-30,966.7,1.0,0.58,0.58
NSE:TATAELXSI-EQ,2025-01-30,6135.7,1.0,0.57,0.57
NSE:TATAMOTORS-EQ,2025-01-30,696.85,1.0,0.59,0.59
NSE:TATAPOWER-EQ,2025-01-30,352.15,1.0,0.57,0.57
NSE:TATASTEEL-EQ,2025-01-30,131.12,1.0,0.58,0.58
NSE:TATATECH-EQ,2025-01-30,777.15,1.0,0.59,0.59
NSE:TBZ-EQ,2025-01-30,178.03,1.0,0.61,0.61
NSE:TCS-EQ,2025-01-30,4100.05,1.0,0.56,0.56
NSE:TDPOWERSYS-EQ,2025-01-30,344.65,1.0,0.54,0.54
NSE:TECHM-EQ,2025-01-30,1670.1,1.0,0.62,0.62
NSE:TECHNOE-EQ,2025-01-30,1071.8,1.0,0.57,0.57
NSE:TEJASNET-EQ,2025-01-30,866.0,1.0,0.53,0.53
NSE:TEMBO-BE,2025-01-30,668.8,1.0,0.58,0.58
NSE:TEXINFRA-EQ,2025-01-30,133.17,0.0,0.5,0.5
NSE:TEXRAIL-EQ,2025-01-30,185.88,1.0,0.55,0.55
NSE:TFCILTD-EQ,2025-01-30,139.61,1.0,0.61,0.61
NSE:THEMISMED-EQ,2025-01-30,223.8,1.0,0.58,0.58
NSE:THOMASCOOK-EQ,2025-01-30,153.78,1.0,0.61,0.61
NSE:THYROCARE-EQ,2025-01-30,777.15,1.0,0.56,0.56
NSE:TI-EQ,2025-01-30,364.5,1.0,0.55,0.55
NSE:TICL-BE,2025-01-30,52.6,1.0,0.57,0.57
NSE:TIINDIA-EQ,2025-01-30,3288.55,1.0,0.58,0.58
NSE:TIMETECHNO-EQ,2025-01-30,383.1,1.0,0.56,0.56
NSE:TIPSMUSIC-EQ,2025-01-30,633.55,1.0,0.59,0.59
NSE:TIRUMALCHM-EQ,2025-01-30,240.25,1.0,0.57,0.57
NSE:TIRUPATIFL-BE,2025-01-30,46.4,0.0,0.5,0.5
NSE:TITAGARH-EQ,2025-01-30,959.85,1.0,0.52,0.52
NSE:TITAN-EQ,2025-01-30,3368.4,1.0,0.57,0.57
NSE:TMB-EQ,2025-01-30,423.95,1.0,0.59,0.59
NSE:TNPETRO-EQ,2025-01-30,77.91,1.0,0.57,0.57
NSE:TNPL-EQ,2025-01-30,168.38,1.0,0.6,0.6
NSE:TOLINS-EQ,2025-01-30,163.98,1.0,0.54,0.54
NSE:TOP10ADD-EQ,2025-01-30,92.21,1.0,0.55,0.55
NSE:TORNTPHARM-EQ,2025-01-30,3358.25,1.0,0.56,0.56
NSE:TORNTPOWER-EQ,2025-01-30,1453.35,1.0,0.62,0.62
NSE:TPLPLASTEH-EQ,2025-01-30,88.01,1.0,0.61,0.61
NSE:TRACXN-EQ,2025-01-30,69.42,1.0,0.59,0.59
NSE:TRANSRAILL-EQ,2025-01-30,539.4,1.0,0.52,0.52
NSE:TREL-EQ,2025-01-30,34.95,1.0,0.58,0.58
NSE:TRENT-EQ,2025-01-30,5511.2,1.0,0.61,0.61
NSE:TRIDENT-EQ,2025-01-30,30.7,1.0,0.61,0.61
NSE:TRIGYN-EQ,2025-01-30,105.01,1.0,0.59,0.59
NSE:TRITURBINE-EQ,2025-01-30,634.95,1.0,0.54,0.54
NSE:TRIVENI-EQ,2025-01-30,384.65,1.0,0.56,0.56
NSE:TTML-BE,2025-01-30,70.62,1.0,0.56,0.56
NSE:TVSMOTOR-EQ,2025-01-30,2455.25,1.0,0.61,0.61
NSE:TVSSCS-EQ,2025-01-30,139.28,1.0,0.55,0.55
NSE:UBL-EQ,2025-01-30,2124.4,1.0,0.61,0.61
NSE:UCOBANK-EQ,2025-01-30,42.85,1.0,0.56,0.56
NSE:UDAICEMENT-EQ,2025-01-30,28.97,1.0,0.59,0.59
NSE:UDS-EQ,2025-01-30,335.85,1.0,0.58,0.58
NSE:UFO-EQ,2025-01-30,96.49,1.0,0.56,0.56
NSE:UGARSUGAR-EQ,2025-01-30,50.11,1.0,0.58,0.58
NSE:UGROCAP-EQ,2025-01-30,193.98,1.0,0.6,0.6
NSE:UJJIVANSFB-EQ,2025-01-30,35.38,1.0,0.56,0.56
NSE:ULTRACEMCO-EQ,2025-01-30,11479.4,1.0,0.58,0.58
NSE:UNIECOM-EQ,2025-01-30,138.61,1.0,0.58,0.58
NSE:UNIMECH-BE,2025-01-30,1274.45,1.0,0.57,0.57
NSE:UNIONBANK-EQ,2025-01-30,111.05,1.0,0.6,0.6
NSE:UNIPARTS-EQ,2025-01-30,347.15,1.0,0.58,0.58
NSE:UNITDSPR-EQ,2025-01-30,1426.9,1.0,0.57,0.57
NSE:UNITEDPOLY-EQ,2025-01-30,16.33,1.0,0.53,0.53
NSE:UNOMINDA-EQ,2025-01-30,907.05,1.0,0.6,0.6
NSE:UPL-EQ,2025-01-30,566.95,1.0,0.53,0.53
NSE:URJA-EQ,2025-01-30,15.05,1.0,0.55,0.55
NSE:USHAMART-EQ,2025-01-30,350.45,1.0,0.52,0.52
NSE:USK-EQ,2025-01-30,48.5,1.0,0.52,0.52
NSE:UTIAMC-EQ,2025-01-30,1010.5,1.0,0.55,0.55
NSE:UTIBANKETF-EQ,2025-01-30,50.43,1.0,0.56,0.56
NSE:UTINEXT50-EQ,2025-01-30,66.25,1.0,0.54,0.54
NSE:UTINIFTETF-EQ,2025-01-30,253.02,1.0,0.56,0.56
NSE:UTKARSHBNK-EQ,2025-01-30,29.66,1.0,0.58,0.58
NSE:UYFINCORP-EQ,2025-01-30,21.53,1.0,0.59,0.59
NSE:VAIBHAVGBL-EQ,2025-01-30,278.75,1.0,0.56,0.56
NSE:VAISHALI-EQ,2025-01-30,16.26,1.0,0.53,0.53
NSE:VAKRANGEE-BE,2025-01-30,26.61,1.0,0.58,0.58
NSE:VARROC-EQ,2025-01-30,551.9,1.0,0.62,0.62
NSE:VASCONEQ-EQ,2025-01-30,48.26,1.0,0.54,0.54
NSE:VASWANI-BE,2025-01-30,51.15,1.0,0.53,0.53
NSE:VBL-EQ,2025-01-30,540.6,1.0,0.57,0.57
NSE:VEDL-EQ,2025-01-30,432.45,1.0,0.56,0.56
NSE:VENTIVE-EQ,2025-01-30,698.6,1.0,0.57,0.57
NSE:VENUSPIPES-EQ,2025-01-30,1264.65,1.0,0.55,0.55
NSE:VERANDA-EQ,2025-01-30,228.1,1.0,0.57,0.57
NSE:VESUVIUS-EQ,2025-01-30,416.95,0.0,0.5,0.5
NSE:VGUARD-EQ,2025-01-30,364.35,1.0,0.54,0.54
NSE:VIDHIING-EQ,2025-01-30,503.8,1.0,0.54,0.54
NSE:VIJAYA-EQ,2025-01-30,1017.55,1.0,0.52,0.52
NSE:VIMTALABS-EQ,2025-01-30,416.33,1.0,0.6,0.6
NSE:VINATIORGA-EQ,2025-01-30,1641.85,1.0,0.59,0.59
NSE:VINCOFE-EQ,2025-01-30,115.06,1.0,0.55,0.55
NSE:VIPCLOTHNG-EQ,2025-01-30,40.08,0.0,0.5,0.5
NSE:VIPIND-EQ,2025-01-30,371.05,1.0,0.58,0.58
NSE:VIPULLTD-BE,2025-01-30,16.15,1.0,0.58,0.58
NSE:VIRINCHI-EQ,2025-01-30,29.93,1.0,0.62,0.62
NSE:VISAKAIND-BE,2025-01-30,83.42,1.0,0.51,0.51
NSE:VISHNU-EQ,2025-01-30,422.8,1.0,0.55,0.55
NSE:VLEGOV-BE,2025-01-30,156.58,1.0,0.55,0.55
NSE:VMART-EQ,2025-01-30,771.81,1.0,0.59,0.59
NSE:VMM-EQ,2025-01-30,106.45,1.0,0.57,0.57
NSE:VOLTAS-EQ,2025-01-30,1269.3,1.0,0.52,0.52
NSE:VPRPL-EQ,2025-01-30,242.95,1.0,0.59,0.59
NSE:VSTIND-EQ,2025-01-30,319.15,1.0,0.55,0.55
NSE:VTL-EQ,2025-01-30,460.15,1.0,0.58,0.58
NSE:WAAREEENER-EQ,2025-01-30,2197.1,1.0,0.58,0.58
NSE:WABAG-EQ,2025-01-30,1330.9,1.0,0.59,0.59
NSE:WALCHANNAG-BE,2025-01-30,222.5,1.0,0.58,0.58
NSE:WANBURY-BE,2025-01-30,226.95,1.0,0.57,0.57
NSE:WCIL-EQ,2025-01-30,101.62,1.0,0.6,0.6
NSE:WEBELSOLAR-EQ,2025-01-30,1282.8,0.0,0.5,0.5
NSE:WEL-EQ,2025-01-30,170.0,1.0,0.62,0.62
NSE:WELCORP-EQ,2025-01-30,721.75,1.0,0.52,0.52
NSE:WELENT-EQ,2025-01-30,601.5,1.0,0.54,0.54
NSE:WELSPUNLIV-EQ,2025-01-30,140.15,1.0,0.58,0.58
NSE:WHIRLPOOL-EQ,2025-01-30,1260.8,1.0,0.59,0.59
NSE:WINDMACHIN-EQ,2025-01-30,301.3,1.0,0.61,0.61
NSE:WIPRO-EQ,2025-01-30,309.0,1.0,0.59,0.59
NSE:WOCKPHARMA-EQ,2025-01-30,1288.1,1.0,0.55,0.55
NSE:WONDERLA-EQ,2025-01-30,709.0,1.0,0.59,0.59
NSE:WSI-BE,2025-01-30,102.24,1.0,0.59,0.59
NSE:WSTCSTPAPR-EQ,2025-01-30,513.7,1.0,0.57,0.57
NSE:XCHANGING-EQ,2025-01-30,102.55,1.0,0.57,0.57
NSE:YATHARTH-EQ,2025-01-30,424.85,1.0,0.54,0.54
NSE:YATRA-EQ,2025-01-30,95.57,1.0,0.6,0.6
NSE:YESBANK-EQ,2025-01-30,18.95,1.0,0.6,0.6
NSE:ZAGGLE-EQ,2025-01-30,464.8,1.0,0.59,0.59
NSE:ZEEL-EQ,2025-01-30,104.44,1.0,0.55,0.55
NSE:ZEEMEDIA-EQ,2025-01-30,16.6,1.0,0.56,0.56
NSE:ZENSARTECH-EQ,2025-01-30,860.05,1.0,0.59,0.59
NSE:ZENTEC-EQ,2025-01-30,1685.2,1.0,0.57,0.57
NSE:ZUARI-EQ,2025-01-30,197.63,1.0,0.61,0.61
NSE:ZYDUSLIFE-EQ,2025-01-30,953.45,1.0,0.6,0.6
